river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Cross Run,Cross Run_2,Cross Run is a tributary of which larger waterway?,Susquehanna River,Catawissa Creek,Hazleton Creek,Conyngham Run,Luzerne River,1
Crosswicks Creek,Crosswicks Creek_1,What is the approximate length of Crosswicks Creek in kilometers?,40.7 km,25.3 km,40.0 km,25.0 km,41.0 km,0
Crosswicks Creek,Crosswicks Creek_2,Crosswicks Creek is a tributary of which larger river?,Delaware River,Hudson River,Susquehanna River,Raritan River,Schuylkill River,0
Croton Creek,Croton Creek_1,In which U.S. state is Croton Creek located?,Texas,Oklahoma,Arkansas,Louisiana,New Mexico,0
Croton Creek,Croton Creek_2,What type of geographic feature is Croton Creek?,River,Lake,Canal,Swamp,Bayou,0
Croton River,Croton River_1,What is the approximate watershed area of the Croton River in square miles?,361 square miles,930 square miles,30 square miles,50 square miles,360 square miles,0
Croton River,Croton River_2,How far north of New York City does the Croton River empty into the Hudson River?,Approximately 50 kilometers,Approximately 30 miles,Approximately 361 miles,Approximately 930 kilometers,Approximately 30 kilometers,1
Crouse Creek,Crouse Creek_1,Crouse Creek is located in which mountain range?,Uinta Mountains,Wasatch Range,La Sal Mountains,Oquirrh Mountains,Bear River Range,0
Crouse Creek,Crouse Creek_2,In which U.S. state is Crouse Creek situated?,Wyoming,Colorado,Utah,Idaho,Nevada,2
Crow Creek (Alaska),Crow Creek (Alaska)_1,Crow Creek is a tributary to which larger waterway that flows into Turnagain Arm?,Glacier Creek,Chugach Creek,Turnagain Creek,Alaska Creek,Mountain Creek,0
Crow Creek (Alaska),Crow Creek (Alaska)_2,"Approximately how far from the eastern end of Turnagain Arm does Glacier Creek, fed by Crow Creek, enter?",12 miles,19 miles,7 miles,24 miles,15 miles,0
Crow Creek (South Platte River tributary),Crow Creek (South Platte River tributary)_1,What is the approximate distance downstream from the confluence of the South Fork and Middle Fork of Crow Creek where the North Fork joins?,2.4 km,1.5 miles,246 km,153 miles,1.5 km,0
Crow Creek (South Platte River tributary),Crow Creek (South Platte River tributary)_2,"Which of the following tributaries of Crow Creek, located below the reservoirs, is described as flowing year-round?",Sand Creek,Brush Creek,Spring Creek,South Fork,North Fork,3
Crow Creek (Uwharrie River tributary),Crow Creek (Uwharrie River tributary)_1,What is the order of Crow Creek within its river system?,3rd order,2nd order,4th order,1st order,5th order,0
Crow Creek (Uwharrie River tributary),Crow Creek (Uwharrie River tributary)_2,What is the approximate length of Crow Creek in miles?,8.40 miles,5.22 kilometers,5.22 miles,8.40 kilometers,3.23 miles,2
Crow River (Michigan),Crow River (Michigan)_1,What is the approximate length of the Crow River in kilometers?,9.3 km,5.8 km,15.1 km,93.0 km,58.0 km,0
Crow River (Michigan),Crow River (Michigan)_2,The Crow River on the Upper Peninsula of Michigan empties into which major body of water?,Lake Superior,Lake Michigan,Lake Huron,Lake Erie,Green Bay,1
Crow River (Minnesota),Crow River (Minnesota)_1,What is the approximate area of the Crow River's watershed in square miles?,"2,756 square miles","7,140 square miles","2,750 square miles","2,800 square miles","7,000 square miles",0
Crow River (Minnesota),Crow River (Minnesota)_2,The Crow River is a tributary to which major river system in the United States?,Missouri River,Mississippi River,Ohio River,Arkansas River,Red River,1
Crow Wing River,Crow Wing River_1,"What is the maximum depth of the Crow Wing River, which influences its suitability for canoeing?",3 feet (0.91 m),113 feet (34.44 m),1391 feet (424 m),11 miles (17.7 km),182 feet (55.5 m),0
Crow Wing River,Crow Wing River_2,The Crow Wing River's name is derived from an Ojibwe term; what specific geographical feature at its mouth is cited as the reason for this naming?,A wing-shaped island,A prominent raven's nest,A confluence with a smaller tributary,A distinctive feather-shaped rock formation,"A large, curved bend in the river",0
Cruises Creek,Cruises Creek_1,Cruises Creek is a tributary of which major river?,Licking River,Ohio River,Kentucky River,Green River,Cumberland River,0
Cruises Creek,Cruises Creek_2,"In which year was Captain Cruise, after whom Cruises Creek was named, killed?",1784,1776,1801,1792,1788,0
Crum Creek,Crum Creek_1,"What is the approximate total length of Crum Creek in miles, and into which major river does it ultimately drain?","Approximately 24 miles, draining into the Delaware River","Approximately 39 miles, draining into the Chesapeake Bay","Approximately 16 miles, draining into the Atlantic Ocean","Approximately 24 kilometers, draining into the Schuylkill River","Approximately 39 miles, draining into the Susquehanna River",0
Crum Creek,Crum Creek_2,"What is the height of the SEPTA Media/Wawa Line commuter railroad trestle that crosses Crum Creek in the Crum Woods, and what is the approximate acreage of the surrounding woodland managed by the Scott Arboretum?","100 feet high, with 200 acres of woodland","30 feet high, with 391 acres of woodland","300 meters high, with 200 acres of woodland","100 feet high, with 391 acres of woodland","30 feet high, with 200 acres of woodland",0
Crum Creek (Mohawk River tributary),Crum Creek (Mohawk River tributary)_1,Crum Creek originates north of which city before flowing into the Mohawk River?,Little Falls,East Creek,Herkimer,Mohawk,Rome,0
Crum Creek (Mohawk River tributary),Crum Creek (Mohawk River tributary)_2,In which county is Crum Creek located?,Oneida County,Herkimer County,Montgomery County,Schenectady County,Albany County,1
Cruser Brook,Cruser Brook_1,Cruser Brook is a tributary to which larger river system?,Pike Run,Raritan River,Delaware River,Passaic River,Hudson River,0
Cruser Brook,Cruser Brook_2,In which U.S. county is Cruser Brook located?,Somerset County,Middlesex County,Union County,Hunterdon County,Mercer County,0
Crusoe Creek,Crusoe Creek_1,In which county is Crusoe Creek primarily located?,Wayne County,Montezuma County,Seneca County,New York County,Creek County,0
Crusoe Creek,Crusoe Creek_2,"Crusoe Creek empties into which river near Montezuma Station, New York?",Seneca River,Wayne River,Montezuma Creek,New York River,Creek River,0
Crutchfield Branch (Mayo Creek tributary),Crutchfield Branch (Mayo Creek tributary)_1,What is the stream order of Crutchfield Branch?,4th order,3rd order,5th order,2nd order,1st order,0
Crutchfield Branch (Mayo Creek tributary),Crutchfield Branch (Mayo Creek tributary)_2,Crutchfield Branch is a tributary to which larger creek?,Mayo Creek,Crutchfield Creek,Branch Creek,Halifax Creek,Virginia Creek,0
Crystal Brook (Beaver Kill tributary),Crystal Brook (Beaver Kill tributary)_1,Crystal Brook is located within which New York county?,Delaware County,Sullivan County,Otsego County,Broome County,Chenango County,0
Crystal Brook (Beaver Kill tributary),Crystal Brook (Beaver Kill tributary)_2,"Crystal Brook empties into which larger waterway, northwest of Butternut Grove?",Beaver Kill,Esopus Creek,Rondout Creek,Catskill Creek,Mohawk River,0
Crystal Brook (East Brook tributary),Crystal Brook (East Brook tributary)_1,Crystal Brook is a tributary to which larger watercourse?,East Brook,West Brook,North Brook,South Brook,Crystal River,0
Crystal Brook (East Brook tributary),Crystal Brook (East Brook tributary)_2,The confluence of Crystal Brook and its receiving stream occurs near which New York locality?,"Mundale, New York","Brookdale, New York","Crystal Lake, New York","Eastbrook, New York","West Mundale, New York",0
Crystal Creek (Black River tributary),Crystal Creek (Black River tributary)_1,Crystal Creek is located in which U.S. state?,New York,Pennsylvania,Vermont,Massachusetts,Ohio,0
Crystal Creek (Black River tributary),Crystal Creek (Black River tributary)_2,Crystal Creek is a tributary to which larger river?,Hudson River,Black River,Mohawk River,Genesee River,Oswego River,1
Crystal River (Colorado),Crystal River (Colorado)_1,What is the approximate length of the Crystal River in miles?,40 miles,64 miles,24 miles,10 miles,50 miles,0
Crystal River (Colorado),Crystal River (Colorado)_2,The Crystal River is a tributary of which larger river?,Roaring Fork River,Colorado River,Gunnison River,Pitkin River,White River,0
Crystal River (Michigan),Crystal River (Michigan)_1,What is the approximate ratio of the Crystal River's actual meandering length to its straight-line distance from source to mouth?,Approximately 5:1,Approximately 1:5,Approximately 1.2:6.3,Approximately 10.1:1.9,Approximately 2:1,0
Crystal River (Michigan),Crystal River (Michigan)_2,"Considering the river's typical dimensions, which of the following best describes its average depth and width?","Depth no more than 1 foot, width 15 to 20 feet","Depth 1 to 2 feet, width 10 to 15 feet","Depth 0.30 meters, width 4.6 to 6.1 meters","Depth 1 foot, width 1.9 to 3 meters","Depth 15 to 20 feet, width 1 foot",0
"Crystal Spring (Box Elder County, Utah)","Crystal Spring (Box Elder County, Utah)_1",What geological feature is the primary reason for the naming of Crystal Spring?,Crystalline rock outcroppings,Quartzite formations,Granite deposits,Calcite veins,Feldspar intrusions,0
"Crystal Spring (Box Elder County, Utah)","Crystal Spring (Box Elder County, Utah)_2",In which U.S. county is Crystal Spring located?,"Summit County, Utah","Box Elder County, Utah","Cache County, Utah","Weber County, Utah","Tooele County, Utah",1
Crystal Springs Creek,Crystal Springs Creek_1,What is the primary reason for the city of Portland replacing old culverts along Crystal Springs Creek?,To improve water quality for recreational use,To enhance aesthetic appeal of the creek banks,To facilitate fish passage and improve habitat,To increase the creek's flow rate for hydroelectric power,To reduce erosion and prevent flooding downstream,2
Crystal Springs Creek,Crystal Springs Creek_2,Which of the following fish populations in Crystal Springs Creek are listed as threatened under the Endangered Species Act?,Steelhead and Coho salmon,Chinook salmon and Steelhead,Coho salmon and Chinook salmon,"Steelhead, Coho salmon, and Chinook salmon",Only Steelhead populations,3
Cub Creek (Roanoke River tributary),Cub Creek (Roanoke River tributary)_1,Cub Creek is a tributary of which larger river system?,Roanoke River,James River,Potomac River,New River,Rappahannock River,0
Cub Creek (Roanoke River tributary),Cub Creek (Roanoke River tributary)_2,In which U.S. state is Cub Creek located?,North Carolina,Virginia,West Virginia,Maryland,Tennessee,1
Cub Creek (South Hyco Creek tributary),Cub Creek (South Hyco Creek tributary)_1,What is the approximate length of Cub Creek in kilometers?,3.93 km,2.44 km,4.50 km,3.00 km,2.44 mi,0
Cub Creek (South Hyco Creek tributary),Cub Creek (South Hyco Creek tributary)_2,Cub Creek is classified as which order tributary within its watershed system?,1st order,2nd order,3rd order,4th order,Tributary,0
Cub River,Cub River_1,"What is the primary geographical distinction that led to the naming of the Cub River, according to tradition?",Its smaller size relative to the Bear River,Its faster flow rate compared to the Bear River,Its narrower width compared to the Bear River,Its shallower depth compared to the Bear River,Its more winding course than the Bear River,0
Cub River,Cub River_2,In which two counties is the Cub River located?,"Franklin County, Idaho and Cache County, Utah","Franklin County, Utah and Cache County, Idaho","Franklin County, Idaho and Box Elder County, Utah","Cache County, Idaho and Franklin County, Utah","Bear Lake County, Idaho and Cache County, Utah",0
Cucharas River,Cucharas River_1,What is the total length of the Cucharas River in miles?,75 miles,121 miles,80 miles,70 miles,100 miles,0
Cucharas River,Cucharas River_2,In which county does the Cucharas River ultimately join the Huerfano River?,Huerfano County,Pueblo County,Las Animas County,El Paso County,Fremont County,1
Cuchillo Negro Creek,Cuchillo Negro Creek_1,What is the approximate latitude of the Cuchillo Negro Creek's headwaters?,33°20′50″N,33°08′54″N,107°38′45″W,107°13′16″W,33°34′72″N,0
Cuchillo Negro Creek,Cuchillo Negro Creek_2,The Cuchillo Negro Creek's confluence lies adjacent to which New Mexico State Road?,New Mexico State Road 51,New Mexico State Road 52,Interstate 25,New Mexico State Road 35,New Mexico State Road 15,0
Cucumber Run (Youghiogheny River tributary),Cucumber Run (Youghiogheny River tributary)_1,What is the approximate length of Cucumber Run in kilometers?,4.97 km,3.09 km,5.97 km,3.90 km,4.79 km,0
Cucumber Run (Youghiogheny River tributary),Cucumber Run (Youghiogheny River tributary)_2,Cucumber Run is classified as which order tributary to the Youghiogheny River?,3rd order,1st order,2nd order,4th order,5th order,0
Cuivre River,Cuivre River_1,What is the approximate length of the Cuivre River in miles?,41.6 miles,66.9 miles,40.0 miles,42.0 miles,65.0 miles,0
Cuivre River,Cuivre River_2,The Cuivre River forms a border between which two counties before emptying into the Mississippi River?,St. Charles and Warren counties,Lincoln and St. Charles counties,Pike and Lincoln counties,St. Louis and St. Charles counties,Audrain and Lincoln counties,1
Culiacán River,Culiacán River_1,At what geographical confluence does the Culiacán River originate?,Tamazula River and Humaya River,Sierra Madre Occidental and Gulf of California,Pacific Ocean and Tamazula River,Humaya River and Sierra Madre Occidental,Gulf of California and Pacific Ocean,0
