river_name,question_id,question,answer_1,answer_2,answer_3,answer_4,answer_5,correct_answer_index
Brush Creek (Reedy Fork tributary),Brush Creek (Reedy Fork tributary)_2,Brush Creek is classified as which order tributary within its watershed?,4th order,1st order,3rd order,2.0 order,2nd order,4
"Brush Creek (Sonoma County, California)","Brush Creek (Sonoma County, California)_1",What is the approximate length of Brush Creek in kilometers?,Approximately 1.6 kilometers,Approximately 3.2 kilometers,Approximately 6.4 kilometers,Approximately 8.0 kilometers,Approximately 4.8 kilometers,4
"Brush Creek (Sonoma County, California)","Brush Creek (Sonoma County, California)_2",What was the primary ecological goal of Brush Creek's restoration efforts in the 1990s?,To reintroduce native aquatic plant species,To promote steelhead migration and spawning,To create new recreational fishing opportunities,To mitigate flood risks in downstream urban areas,To improve water quality for agricultural use,1
Brush Run (Buffalo Creek tributary),Brush Run (Buffalo Creek tributary)_1,What is the precise length of Brush Run in miles?,9.00 miles,13.90 miles,8.00 miles,8.60 miles,8.64 miles,4
Brush Run (Buffalo Creek tributary),Brush Run (Buffalo Creek tributary)_2,Brush Run is classified as what order tributary?,4th order,1st order,3rd order,0th order,2nd order,1
Brush Run (Jacobs Creek tributary),Brush Run (Jacobs Creek tributary)_1,What is the approximate length of Brush Run in miles?,7.99 miles,11.25 miles,6.00 miles,11.00 miles,6.99 miles,4
Brush Run (Jacobs Creek tributary),Brush Run (Jacobs Creek tributary)_2,Brush Run is classified as which order tributary?,4th order,2nd order,3rd order,5th order,1st order,1
"Brushy Creek (Meade County, South Dakota)","Brushy Creek (Meade County, South Dakota)_1",Brushy Creek is located within which U.S. state?,Wyoming,North Dakota,Montana,Nebraska,South Dakota,4
"Brushy Creek (Meade County, South Dakota)","Brushy Creek (Meade County, South Dakota)_2",The naming of Brushy Creek is attributed to what characteristic along its course?,Dense forests,Rocky terrain,Sandy banks,Rapid currents,Thick brush,4
"Brushy Creek (Perkins County, South Dakota)","Brushy Creek (Perkins County, South Dakota)_1",What is the primary geographical feature that led to the naming of Brushy Creek?,The rapid currents observed during floods,The dense forest surrounding its banks,The rocky terrain of its riverbed,The presence of abundant wildlife near its waters,The thick brush along its course,4
"Brushy Creek (Perkins County, South Dakota)","Brushy Creek (Perkins County, South Dakota)_2",In which U.S. state is Brushy Creek located?,Wyoming,South Dakota,North Dakota,Nebraska,Montana,1
Brushy Creek (San Gabriel River tributary),Brushy Creek (San Gabriel River tributary)_1,What is the approximate total length of Brushy Creek (San Gabriel River tributary) in miles?,69 kilometers,65 miles,72 miles,75 miles,69 miles,4
Brushy Creek (San Gabriel River tributary),Brushy Creek (San Gabriel River tributary)_2,In which cardinal direction does Brushy Creek (San Gabriel River tributary) primarily flow?,South,East,North,Northeast,West,1
Brushy Fork (Pauls Creek tributary),Brushy Fork (Pauls Creek tributary)_1,What is the order of Brushy Fork within the stream network?,4th order,1st order,3rd order,0th order,2nd order,4
Brushy Fork (Pauls Creek tributary),Brushy Fork (Pauls Creek tributary)_2,Brushy Fork is a tributary to which larger water body?,Brushy River,Surry Creek,North Creek,Fork Creek,Pauls Creek,4
Bryant Creek,Bryant Creek_1,Bryant Creek's headwaters are located in which two specific geographic areas?,North of Tecumseh and west of Lead Hill,East of Ava and north of Tecumseh,South of Lead Hill and west of Cedar Gap,Southeast of Cedar Gap and east of Ava,West of Lead Hill and southeast of Cedar Gap,4
Bryant Creek,Bryant Creek_2,Which of the following is NOT listed as a tributary of Bryant Creek?,Brush Creek,Willow Creek,Hunter Creek,Fox Creek,Pine Creek,1
Bryants Brook,Bryants Brook_1,At what specific geographic location does Bryants Brook merge with another waterway?,The Hudson River,"Platte Kill, New York","Near Albany, New York",By the Catskill Mountains,"Dunraven, New York",4
Bryants Brook,Bryants Brook_2,Which river serves as the confluence point for Bryants Brook?,The Esopus Creek,The Platte Kill,The Mohawk River,The Schoharie Creek,The Hudson River,1
Bryden Hill Brook,Bryden Hill Brook_1,Bryden Hill Brook flows into which specific reservoir?,Ashokan Reservoir,Cannonsville Reservoir,Neversink Reservoir,Schoharie Reservoir,Pepacton Reservoir,4
Bryden Hill Brook,Bryden Hill Brook_2,In which county is Bryden Hill Brook located?,Greene County,Sullivan County,Ulster County,Otsego County,Delaware County,4
Bubbly Creek,Bubbly Creek_1,What is the approximate distance Bubbly Creek flows northward before joining the South Branch of the Chicago River?,"6,600 meters","2,000 miles",38 miles,"2,000 feet","6,600 feet",4
Bubbly Creek,Bubbly Creek_2,Which specific metropolitan infrastructure point marks the origin of Bubbly Creek?,Metropolitan Water Reclamation District Headquarters,Union Stock Yards Pump Station,Pershing Road Pumping Station,South Branch Intake Facility,Racine Avenue Pump Station,4
Bubbs Creek,Bubbs Creek_1,What is the approximate distance along Bubbs Creek that the Pacific Crest Trail follows?,Approximately 6.4 miles,26.4 miles,Approximately 10 miles,The entire length of the creek,16.4 miles,4
Bubbs Creek,Bubbs Creek_2,In which direction does Bubbs Creek primarily flow after entering Fresno County?,West,East,South,Northeast,North,0
Buck Creek (Cahaba River tributary),Buck Creek (Cahaba River tributary)_1,What is the primary historical industrial use of Buck Creek?,Hydroelectric power generation,Irrigation for agricultural purposes,Transportation of raw materials,Cooling for industrial processes,Water power for manufacturing and industry,4
Buck Creek (Cahaba River tributary),Buck Creek (Cahaba River tributary)_2,Buck Creek's current primary functions include recreational use and serving as a discharge point for what type of facilities?,Stormwater management systems,Industrial wastewater treatment plants,Agricultural runoff collection systems,Power generation cooling systems,Municipal water treatment facilities,4
Buck Creek (Delaware River tributary),Buck Creek (Delaware River tributary)_1,At what river mile does Buck Creek join the Delaware River?,139.00 river mile,137.50 river mile,138.50 river mile,137.00 river mile,138.00 river mile,4
Buck Creek (Delaware River tributary),Buck Creek (Delaware River tributary)_2,In which Pennsylvania township does Buck Creek originate?,Yardley Township,Upper Makefield Township,Falls Township,Morrisville Township,Lower Makefield Township,4
"Buck Creek (Kent County, Michigan)","Buck Creek (Kent County, Michigan)_1",What is the approximate total length of Buck Creek in miles?,20.7 miles,32.7 miles,12.6 miles,32.3 miles,20.3 miles,4
"Buck Creek (Kent County, Michigan)","Buck Creek (Kent County, Michigan)_2",Buck Creek originates in which two townships within Allegan County?,Gaines and Wyoming townships,Kent and Allegan townships,Grandville and Byron townships,Allegan and Wyoming townships,Byron and Gaines townships,4
Buck Creek (Kiamichi River tributary),Buck Creek (Kiamichi River tributary)_1,What is the approximate length of Buck Creek in kilometers?,38.9 miles,38.9 km,62.0 km,62.6 miles,62.6 km,4
Buck Creek (Kiamichi River tributary),Buck Creek (Kiamichi River tributary)_2,Buck Creek is a tributary to which larger river system?,Buck River,Pushmataha River,Western Kiamichi River,Oklahoma River,Kiamichi River,4
Buck Creek (Red River tributary),Buck Creek (Red River tributary)_1,Buck Creek is a tributary of which major river system?,Arkansas River,Mississippi River,Missouri River,Ohio River,Red River,4
Buck Creek (Red River tributary),Buck Creek (Red River tributary)_2,In which two U.S. states does Buck Creek primarily flow?,Arkansas and Texas,Texas and New Mexico,Oklahoma and Kansas,Oklahoma and Missouri,Texas and far southwestern Oklahoma,4
Buck Creek (Rogue River tributary),Buck Creek (Rogue River tributary)_1,Buck Creek is a tributary to which major river system?,Snake River,Columbia River,Willamette River,McKenzie River,Rogue River,4
Buck Creek (Rogue River tributary),Buck Creek (Rogue River tributary)_2,The naming of Buck Creek is attributed to which historical figure?,William L. Buck,Robert L. Buck,Thomas L. Buck,George L. Buck,Norman L. Buck,4
Buck Run (Buffalo Creek tributary),Buck Run (Buffalo Creek tributary)_1,What is the approximate length of Buck Run in kilometers?,4.73 km,4.37 km,7.30 km,7.00 km,7.03 km,4
Buck Run (Buffalo Creek tributary),Buck Run (Buffalo Creek tributary)_2,Buck Run is classified as which order tributary within its watershed system?,4th order,1st order,3rd order,2.1 order,2nd order,4
Buck Run (Little Muncy Creek tributary),Buck Run (Little Muncy Creek tributary)_1,What is the approximate watershed area of Buck Run in square miles?,0.75 square miles,1.3 square miles,2.1 square miles,1.0 square miles,0.81 square miles,4
Buck Run (Little Muncy Creek tributary),Buck Run (Little Muncy Creek tributary)_2,Buck Run is a tributary to which larger creek?,Buck Creek,Big Muncy Creek,Jordan Creek,Lycoming Creek,Little Muncy Creek,4
Buck Run (West Branch Brandywine Creek tributary),Buck Run (West Branch Brandywine Creek tributary)_1,What is the approximate watershed area of Buck Run in square miles?,27.7 square miles,17.2 square miles,126 square miles,50.0 square miles,48.6 square miles,4
Buck Run (West Branch Brandywine Creek tributary),Buck Run (West Branch Brandywine Creek tributary)_2,Which of the following is NOT listed as a named tributary of Buck Run?,West Branch Brandywine Creek,Doe Run,Willow Creek,Buck Run,Birch Run,2
Buckeye Creek (West Virginia),Buckeye Creek (West Virginia)_1,"Buckeye Creek's watershed, which is part of the Mississippi River watershed, drains an area of approximately what size?",20.4 square miles (12.7 km2),12.7 square miles (20.4 km2),39.1 square kilometers (101 sq mi),101 square miles (39.1 km2),39.1 square miles (101 km2),4
Buckeye Creek (West Virginia),Buckeye Creek (West Virginia)_2,"Buckeye Creek originates near the boundary of two counties, approximately how far northeast of Miletus does it begin?",20.4 miles (12.7 km),12.7 miles (20.4 km),2.6 miles (1.6 km),39.1 miles (101 km),1.6 miles (2.6 km),4
Buckeye Fork,Buckeye Fork_1,Buckeye Fork is a tributary to which larger river system in Ohio?,Cuyahoga River,Ohio River,Scioto River,Miami River,Muskingum River,4
Buckeye Fork,Buckeye Fork_2,What is the primary reason cited for the naming of Buckeye Fork?,The shape of its meanders resembling a buck's hoof,A historical Native American settlement nearby,The color of the water during certain seasons,A prominent early settler named Buckeye,The presence of buckeye trees along its course,4
Buckhannon River,Buckhannon River_1,What is the approximate drainage area of the Buckhannon River in square miles?,800 square miles,73.1 square miles,45.4 square miles,300 square miles,309 square miles,4
Buckhannon River,Buckhannon River_2,The Buckhannon River is a tributary to which larger river system?,Tygart Valley River,Ohio River,Mississippi River,Allegheny River,Monongahela River,0
Buckhorn Creek,Buckhorn Creek_1,What geographical feature is Buckhorn Creek located within?,Mississippi River basin,Appalachian Mountains,Great Plains region,Rocky Mountain range,U.S. state of Ohio,4
Buckhorn Creek,Buckhorn Creek_2,What characteristic of Buckhorn Creek led to its naming?,Its proximity to a large city,Its swift currents,Its abundant fish population,Its historical significance,Its irregular shape,4
Buckland River,Buckland River_1,What is the approximate distance in miles from the Buckland River's mouth to the settlement of Selawik?,67 miles,64 miles,108 miles,16 miles,40 miles,4
Buckland River,Buckland River_2,Which of the following is an Inupiaq name for the Buckland River?,Kanyk,Kung-uk,Kaŋiq,Buckland,Kotsokhotana,2
Buckley Creek,Buckley Creek_1,Buckley Creek is located within which specific county in Nebraska?,Gage County,Lancaster County,Saline County,Otoe County,Jefferson County,4
Buckley Creek,Buckley Creek_2,What was the original name of Buckley Creek before it was renamed?,Pioneer Creek,Buck Creek,William's Stream,Nebraska Branch,Buckley Branch,4
Bucklin Brook,Bucklin Brook_1,What was the approximate length of Bucklin Brook before any portions were buried?,5 miles,2 miles,4 miles,1 mile,3 miles,4
Bucklin Brook,Bucklin Brook_2,"In which decade was the upper portion of Bucklin Brook, up to McCoy Stadium, buried?",1960s,1940s,1950s,1920s,1930s,4
Buckskin Gulch,Buckskin Gulch_1,Buckskin Gulch is recognized as the longest and deepest slot canyon in the Southwestern United States. What is its approximate length in kilometers?,20 km,32 km,13 km,5 km,21 km,4
Buckskin Gulch,Buckskin Gulch_2,"Considering its position within the river system, Buckskin Gulch is a primary tributary to which larger river, which itself is a minor tributary of the Colorado River?",Buckskin Wash,Colorado River,Kaibab Creek,Wire Pass,Paria River,4
Budd Creek,Budd Creek_1,Budd Creek is located within which protected natural area?,Redwood National Park,Sequoia National Park,Kings Canyon National Park,Death Valley National Park,Yosemite National Park,4
Budd Creek,Budd Creek_2,The naming of Budd Creek is attributed to which historical figure?,William Ralston,John Sutter,Leland Stanford,Henry Huntington,James Budd,4
Budlong Creek,Budlong Creek_1,Budlong Creek is a tributary to which major river system?,Genesee River,Hudson River,St. Lawrence River,Allegheny River,Mohawk River,4
